S.no,Brand,Model,Specifications / Review link,Price ,Comment,Category,Type,Links,Region,Polarity,Agreement,Subjectivity,Confidence
,Ducati,Monster,,,Should be mentioned Desmo valve maintenance is $$$$$$ and PIA. I dont understand why Ducati insists putting this complex tech on their bikes then have few techs within 200mile radius who can work on them...This reminds me of second gen and forward VFR series by Honda.The valve inspection alone is over 1200 dollars and most riders just dont do it....For this reasons I prefer Moto Guzzi BMW and some Japanese bikes easier to work on them.,,,,UK,NEU,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,"I'd put the XSR900 in with the competition, spend a grand on suspension and it will still be cheaper, and whoop this thing in every dept, inc soul, character, sound, performance, and, most definetely, looks.",,,,UK,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"It’s clear he is trying to find something good to say for Ducati, knowing full well this thing is a turd. All I hear is him trying to justify this nightmare, downplaying things like the crappy suspension. No real honest review to be found, a joke but not surprised. Sporty really! does that look sporty to you all, just look at the ride position, it’s upright, no mention of the look and sound of the exhaust, that thing doesn’t look or sound like a monster. If you want a Mazde Miata, then this is your bike, nice work Ducati",,,,UK,P,DISAGREEMENT,SUBJECTIVE,84
,Ducati,Monster,,,First Ducati Changed the looks of Old Panigale and now the monster.. Gosh I'll miss them,,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"Meh, I'll pass. Looks too much like a Hypermotard and, yes, I want a trellis frame for my Monster.",,,,UK,P,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,They've gone so far down the wrong road with the Monster. Styled and watercooled into oblivion.,,,,UK,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"If you removed the Ducati badge and told me it was a Suzuki, I'd believe you. It looks nothing like a Ducati.",,,,UK,NONE,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Looks like a first generation MT09,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"Naah, without that trellis frame the view of the engine area looks messy.",,,,UK,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,they've lost the plot completely..they should have called this bike something else. suzuki did brilliantly when they brought back the katana when they too screwed up the original with versions after,,,,UK,NEU,DISAGREEMENT,OBJECTIVE,94
,Ducati,Monster,,,Does remind my of the Honda CB,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"For a ducati, it looks awful! The tank looks like it's already had a head on crash and has bent and between the tank and sump it looks like it's been dipped in glue and random black plastic shapes have been thrown at it. I don't care how it rides, if I had to buy a monster I'd buy an old one.",,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,the bike's lost it's original character💔,,,,UK,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Looks like a Yamaha/Kawasaki naked. Kinda weak of Ducati to just copy the styling of the most popular bike of the moment...,,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,They had a Yamaha mt07 in the room when designing this bike,,,,UK,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"“Still looks like a monster” Sorry mate, you need your eyes checked... if this bike looks like a monster, paint an mt07 red and it looks like a monster... And no, you can’t compare this to the trident, this bike’s triumph competitor is the street triple. ",,,,UK,N+,AGREEMENT,SUBJECTIVE,92
,Ducati,Monster,,,is that new MT07? oh.. guess it's ok.,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Ducati turned the Monster into another Japanese sport bike,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,misson: sacrifice beauty vs weight. Accomplished.,,,,UK,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"More like Streetfighter V2(frame derived from Panigale V2, engine derived from SuperSport). The legendary Monster is dead, sadly. ** you Ducati",,,,UK,N,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,Not cheap for a Gladius.,,,,UK,N,AGREEMENT,OBJECTIVE,92
,Ducati,Monster,,,"Looks are subjective but it looks like a Chinese Copy of a Yamaha to me, it's no looker for a Ducati.",,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,its look like a yamaha fz rather than a monster,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"Doesn't look distinctive anymore ,you normally don't need to see the Ducati logo to know its a Ducati. You could easily mistake that for any Japanese naked not a bad thing but i want exotic looking if I'm buying Ducati.",,,,UK,N,DISAGREEMENT,OBJECTIVE,86
,Ducati,Monster,,,Like it but miss the trellis? --> Hypermotard 950,,,,UK,N,DISAGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,At least they could have painted the frame red. It looks a little basic.,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"Its horrid, its like an old friend who's lost an eye in an accident. You just can't help staring at the empty socket and try and remember what they used to look like.",,,,UK,N,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,i can't unsee that passenger footpeg bracket,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"No trellis frame. Just looks a bit 'generic' without it? If you stuck on a Yamaha badge, not sure you'd notice......",,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,that radiator is way too exposed and the bike looks like new benelli 600i,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,It is good enough for Suzuki SV- it is not a Ducati anymore....,,,,UK,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Looks too generic now.,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,looks wise if i wanted a mvagusta i would go for the mvagusta. thumbs down ducati. but bike wise im sure its still plenty fun,,,,UK,P,DISAGREEMENT,OBJECTIVE,91
,Ducati,Monster,,,If only the exhaust sounds better,,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Cross between a GSR750 and a KTM790. Not a compliment. Not a Ducati Monster. Should have called it something else.,,,,UK,N,AGREEMENT,OBJECTIVE,92
,Ducati,Monster,,,they've made this version look worse than all previous versions. It's now a no from me.,,,,UK,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Honda cb650r looks better,,,,UK,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Is this suzuki gladius?,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Looks like your run of the mill Honda. A bit dull for me.,,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Ducati? all I see is a little Japanese bike,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,It looks nothing like a Monster. Just take off the stickering and no one could guess.,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"First of all, this is not a Monster!",,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,I dunno but to me the Monster has lost its sex appeal with this new design.,,,,UK,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Listening to this bike just makes me sad. I own a 2009/696 and it sounds like a roaring dragon while this one sounds like a mad kitty.,,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,the new engine has lost some growl.,,,,UK,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,oh wow a red MT-07....,,,,UK,NONE,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"The side is bit Japanese, but the front is totally an MV agusta",,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,A japanese mosters taste,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,if you don't know that this bike is a Ducati i can put any badge you like and believe it .. that is a fail for a ducati bike,,,,UK,NEU,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,why call it monster?- it isn't - its something else - monsters weren't naked superbikes,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"No no no, this doesn't look at all like a Ducati especially a Monster. That trelis frame was a signature hard to beat. If I would have done a blind test to guess which manufacturer is by the looks of the bike, would have lost big time. For me now it looks like a mainstream Japanese midweight naked.",,,,UK,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Still not drawn to its looks,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"Horribly ugly bike for a Monster, it looks Japanese. Great review dude though.",,,,UK,P,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,No trellis= not a monster.,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"hopefully it's more reliable than the ktm, but then again it is a ducati...",,,,UK,P+,AGREEMENT,SUBJECTIVE,98
,Ducati,Monster,,,"They destroyed the monster , it’s so ugly now",,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Not a Monster.,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Looks like an sv650.,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Sv650 is prettier from any angle!,,,,UK,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,This looks like a cheap Chinese bike trying to look like a Ducati.,,,,UK,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"l m sure its rides just fine but it looks like new CRAP WHICH means too futuristic for a bike that look classic but ride new so to speak . l don t want to ride a space ship if l wanted that get a full on sport bike !! LEAVE THE NAKED BIKES ALONE !! ALL THE PLASTIC BITS MAKE IT LOOK MASS PRODUCED CRAP N CHEAP , l want my bikes to resemble to made by man not machines !!!",,,,UK,N,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,nice review of a fugly bike,,,,UK,NEU,DISAGREEMENT,SUBJECTIVE,84
,Ducati,Monster,,,I'm still going for the Yamaha MT09 SP,,,,UK,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,#NOTMYMONSTER,,,,UK,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,I never liked the big ol round headlight.,,,,UK,N,AGREEMENT,SUBJECTIVE,92
,Ducati,Monster,,,"Just looks like a Japanese bike and at that price point it needs to be a bit better looking, I'd take the 890R",,,,UK,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"Worst looking monster. Looks like a Japanese bike. No originality that made the monster great, too refined. Thumbs down 👎🏽",,,,UK,N,AGREEMENT,OBJECTIVE,92
,Ducati,Monster,,,Ducati made an ugly bike HA! they are human after all,,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,I'm a Ducati biker but I just cant like this look no matter how I try.. just looks like a boring Japanese bike..,,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Dude this bike is so ugly say whatever u want idc.,,,,UK,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,untight and the most ugliest Ducati ever made... previous Monster looks epic this new one looks too cheap,,,,UK,NEU,DISAGREEMENT,SUBJECTIVE,92
,Ducati,Monster,,,personally I think the new sporty looks sweet,,,https://www.youtube.com/watch?v=o5MUxpBhECg,USA,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"Yes, especially the trellis frame. That was the Monster's identity. But she got a point.",,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"BS marketing Kool aid.. my Monster 1100 evo (awesome bike) was lighter WITH the trellis frame. Ditto for my current 890 Duke R with uses a tube steel frame and has a water cooled plant. How can the KTM be lighter, more powerful and still use steel? Simple... Ducati has lazy engineers that cut corners instead of properly designing a bike. They then shroud deficiencies with marketing mumbo jumbo the reviewers regurgitate enough times till it's perceived as true.",,,,USA,P,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,"The monster has a special place in my heart as the bike that inspired me to get my license. I’m not sure I’m a big fan of this new monster. My dad’s last bike before he stopped riding was a 2000 Monster 750 and we both agree that this seems to push the monster away from being it’s own unique beast into a more generic naked bike. It’s agree with your final decision of it “still being a monster” but to me it seems like it’s that, but a little less of a monster than the one from last year, and that’s a shame to me",,,,USA,P,DISAGREEMENT,SUBJECTIVE,84
,Ducati,Monster,,,"I agree completely Ducati has the scrambler line for ""When you prioritize nostalgia and style over innovation"". I have and love my Trellis-riding air-cooled ducati, but they went as far as they could with that layout and it was a clear limitation.",,,,USA,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"I'm not sold on the Monster itself though. To me, Ducati is who you go to when you DON'T want to compromise between style and performance.",,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,The sounds of that bike make me want one!,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"There’s no getting left behind, this is a great all-rounder .. 👍😊",,,,USA,N,DISAGREEMENT,OBJECTIVE,86
,Ducati,Monster,,,The bike leaves alot to be desired,,,,USA,N,AGREEMENT,OBJECTIVE,97
,Ducati,Monster,,,I love Ducati's but I like the old Monster's better. My opinion only.,,,,USA,P+,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,". Seems like a fun bike, but I am still heavily biased towards the classic Monsters.",,,,USA,NEU,DISAGREEMENT,OBJECTIVE,91
,Ducati,Monster,,,"Ducati: ""We gotta be different"" Also Ducati: ""Let's make it look like everything else""",,,,USA,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"110% with that last sentiment. Innovation and development > nostalgia and style Not an ugly bike at all either, gorgeous.",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,"About the new Monster: ""Change"" is more-or-less in Ducati's DNA. That said, this ""new"" Monster probably rides fine, looks largely forgettable.",,,,USA,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,," Looks like a solid bike. But when you said that yes it's still a Monster, I didn't buy it and wasn't convinced that you do either. I get that Volkswagen/Ducati made the changes they did to comply with Euro 5 standards, but I wonder if it would have been better to rebrand it. Harley Davidson went through the same thing with their new Sportster. It's really not a Sportster anymore...",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,"I can live with loosing the trestle frame, but it is insane that they cover the motor in plastic!!",,,,USA,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"I dont like losing the frame, but I get it. That tank and headlight are too far of a departure for me",,,,USA,P,AGREEMENT,SUBJECTIVE,90
,Ducati,Monster,,,"The monster was a styling exercise from the start, and this styling just isn't it. Looks like a generic modern middleweight. At least when they switched to testastretta engines the ugliness of the extra plumbing was matched by the extra performance. This model isn't significantly upping the performance ante and looks a lot cheaper than it is",,,,USA,P,DISAGREEMENT,OBJECTIVE,92
,Ducati,Monster,,,I’ll stick with the monster 821,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"Keeps the weight down. I just dont like the styling of them, the older look better",,,,USA,N,AGREEMENT,SUBJECTIVE,92
,Ducati,Monster,,,That's gonna look so good with a rear fender delete.,,,,USA,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"I like the new look a lot more, especially if it comes with new capabilities",,,,USA,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Non adjustable suspension on a $12k bike is kind of ridiculous. It’s not a budget naked bike. I think a lot of the changes are a move in the right direction but it needs some better pogo sticks.,,,,USA,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"I could care less about a trellis frame, loved my 797 but want adjustable suspension and don’t want a 1200.",,,,USA,P+,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"For the price, it’s very ridiculous. Drop the price by 2k and sure, that’s fine.",,,,USA,N,DISAGREEMENT,OBJECTIVE,92
,Ducati,Monster,,,"Not a fan of the new looks - with the lack of the iconic trellis frame, the narrow tank and oddly large amount of ground clearance, I can’t decide if I find it dull or weird. Probably a bit of both. On a positive note: it’s nice to see that Ducati have given it an engine that delivers this time around. The 821 engine certainly didn’t.",,,,USA,P,DISAGREEMENT,SUBJECTIVE,84
,Ducati,Monster,,,I do like this bike but I'm not properly interested until they put some decent adjustable suspension on it. Do I need it? Probably not but for this price point I want & expect it. Until then no deal which is shame as I like the rest of the design a lot.,,,,USA,P,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,Still a beautiful monster👍,,,,USA,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Guess I’ll wait for a V2 version of the streetfighter to get my first Ducati,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"it looks modern and interesting, even though i miss the classic monster cues. Thats subjective. What isn't subjective is how Euro 5 makes almost every new bike sound like an flippin sewing machine, in many cases without a simple way to rectify That. If spent the premium for the new monster, i'd not be keen to spend 2K more to make my exhaust sound like a Ducati.",,,,USA,P,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,"The monster, ruined. The trellis frame is a sad loss but maybe the new one is progress. But Covering that beautiful engine in plastic is just cheap. I guess he old model just became a collector classic.",,,,USA,P,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,"I'm going to wait for the adjustable fork model hopefully in 2023? ( I have two 2007 Ducati monster S2R 800, probably will turn it into living room art =) )",,,,USA,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"I think I would still choose the MT-09/MT-09SP over this. There is still that stigma around Ducati maintenance, and cost to own that for me doesn't make me want to own one.",,,,USA,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Same price category as KTM's Duke 890r.....not a hard choice for me. Even the MT09 has more character and bang for buck.,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"Definitely different but I like the look except for one major area. The engine. Having it cover by a fairing is one thing but with all that molded plastic, it doesn't look like it has a typical combustion engine, but more something like electric. Makes that area of the bike too futuristic imo.",,,,USA,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Makes for a really solid first bike you don’t need to upgrade for a long time. But then the price tag hits. That’s 1000 shy of an mt-10. Way too expensive.,,,,USA,N,AGREEMENT,SUBJECTIVE,92
,Ducati,Monster,,,That's a beautiful monster.. quite literally,,,,USA,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,I think I'd still rather have the old 1200s,,,,USA,NONE,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"I think Ducati lost its way on the current Monster. Too much tech, modern styling but still a solid review, especially if this is your first one",,,,USA,N,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,"Not a bad bike, great review (not all positive, thank you!), but if I wanted a Monster (and I do), I'd just get a used old one. Pass for me",,,,USA,N,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,"Just bought mine today, it’s like a Yamaha MT 07 on steroids with a much better suspension",,,,USA,N+,AGREEMENT,OBJECTIVE,97
,Ducati,Monster,,,"The Monster hasn't been the same since 2008 when the headlight got punched inwards. This one's just a symptom of that evolution away from the 1993-2007 styling. Hell even the displacement is vastly different. I don't think Ducati will go back the way Suzuki did, and that's fine. Makes me wanna buy the Suzuki instead.",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,Reminds me of when Suzuki butchered the SV650 into the Gladius. And look what happened there…,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Wish it had an engine cowl. That would make it look even better,,,,USA,P+,AGREEMENT,SUBJECTIVE,98
,Ducati,Monster,,,"You can prioritize innovation and still make the bike look good. The bike just looks bad. It might be good to ride and have great innovative features and tech but it still looks bad. Setting aside the general complaint about trellis frame being gone, the headlight and tail section are just horrible, don't get how innovation required them to be so bad iooking.",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,Brembos and quick shifter but non adjustable suspension... bit counter intuitive,,,,USA,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,my dream bike!,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,The Monster is what got me turned onto Ducati years ago. But I'm going to stay with my MT09 until the Monster gets its mojo back.,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"The Monster is no longer that, this is a completely different motorcycle in most cases and needs a new name to match those differences. RIP Monster.",,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,It's a Monster indeed,,,,USA,NONE,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,I know style isn't everything but when there are so many awesome choices it makes the difference for me. My Monster 796 is a work of art and I have a unique bike everywhere I go which is awesome. I'm afraid to switch to any throttle by wire system now because the throttle feel is so visceral and awesome.,,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,Nice bike,,,,USA,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"before i even watch the video past the one minute mark: any vehicle that is euro 6 compliant or similar isnt a monster, sadly :(",,,,USA,P,AGREEMENT,SUBJECTIVE,92
,Ducati,Monster,,,The previous monster was one of my favorite bikes across all categories… this new version isn’t a consideration.,,,,USA,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"Nice video. I owned a monster 1200. Aesthetics are constantly changing on all makes. I like the looks. It is considerably lighter with new frame setup. Ducati is a premium manufacturer with status above Yamaha or Honda. Japanese bikes are on everywhere. If cash strapped go with the Japanese. If more cash in your pocket go with the adventure of exotica, Ducati.",,,,USA,P,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,"I own one, I can confirm that it is indeed not a monster anymore. Let's forget about the trellis frame because it is what it is. This monster feels very cheaply made, the fit and finish is garbage, its got a plastic shell around the tank. You sit noticeably higher which is not the way monsters have been. It sounds like garbage with the OEM exhaust which is partially due to exhaust laws in the US and the UK but even with those laws having been around for a while the 821 still sounded good with factory exhaust. The only thing that this thing has in common with previous monsters is the badging and the fact that it feels like it wants to kill you, but then again cheaper bikes from yamaha, kawasaki, and honda offer that same feeling with much cheaper maintenance.",,,,USA,N,DISAGREEMENT,SUBJECTIVE,92
,Ducati,Monster,,,"Once I heard the front suspension has no adjustability, that was a disappointment from Ducati. At almost $12,000, MT-09 or MT-10 offers adjustable forks.",,,,USA,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Bikes super fun to ride but it cooks your nuts where the exhaust comes under the seat. Super hot.,,,,USA,P,DISAGREEMENT,SUBJECTIVE,89
,Ducati,Monster,,,"It’s tough leaving the beautiful trellis frame. Ducati is known for both, performance and looks.",,,,USA,P,DISAGREEMENT,OBJECTIVE,94
,Ducati,Monster,,,Well I’m mad about the bike ,,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,The old air/oil Monsters ..loud and proud. The new gens are not as exciting..IMO,,,,USA,N,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,"I'm the only one who wants that ground clearance on every bike. This is one that bike I'd ride around the world without ever wishing for an ADV. But it's a Ducati, I will wish for a mechanic who has specialized tools.",,,,USA,P,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,expensive but with SCOOTER SOUND.. 😭,,,,USA,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,Huh here we get a inline 4 that too for less ....why the hell anyone would buy this...Ducati needs to improve in its pricing..,,,,USA,N,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,It's a red mt07. I mean I get why they ditched the trellis frame but it's so bland looking,,,,USA,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"Not only the trellis frame is gone, but the engine looks like a mess of black plastic. Besides, this isn't the entry level Ducati anymore, that's the scramblers now. This is like an mt09 or z900 with EXPENSIVE valve checks",,,,USA,N,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"I’m sorry, but innovation? What does this bike bring new to the market? Absolute nothing it’s just playing catch up to existing bikes. 821/1200 actually had some innovations. Engine as a stressed member of the chassis, multi stage ABS and TC, top of the line Brembo brakes. Almost no naked bike were up to that spec in 2014. This new Monster has nothing new, they just changed the frame (aluminum frames have been for decades, no innovation) and fit the 7 years old Ducati 821 brakes and electronics from 1200s. Oh, and made it it look like that... lol You buy Ducati with your heart, but seems like you’re asking to buy with your brain, and your brain say you should buy a 890R or a street tripleRS... More power, fully adjustable suspension, better brakes, etc. I hate this attitude that a bike has to be ugly to be any good, ridiculous. Oh and this bike has no problem, they could have introduced it as a ""streetfigghter 950"" and nobody would be mad. The problem is that they killed a 30 year old heritage to introduce this thing, that isn't even a stand out in it's segment, totally average bike.",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,Not single sided swingarm means its a cheaper ducati,,,,USA,N,AGREEMENT,OBJECTIVE,92
,Ducati,Monster,,,Good Lord they messed this bike up royally!!!! It looks like something fell off the front of it...,,,,USA,N,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,I have an Aprilia and the trellis frame is part of the appearance it’s one of the main parts you see when you look at the bike. This new Monster looks like they forgot to ship half of a bike 🤷‍♂️🤷‍♂️ I put this model and last years model up on 2 displays side by side and said to my wife and daughter which looks best 🤷‍♂️🤷‍♂️ they both picked last years model and they know little about motorcycles 😳😳,,,,USA,P,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,Kind of SV 650 like don't you think? Poor Ol' Ducati what ever happened? It's now just another UJM only it's not supposed to be. I see a soulless machine toned down by Euro 5 BS to the point that even a E motorcycle might be sexier. Ouch!,,,,USA,N,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,"If Jen would be italian, she would understand why there is a launch mode. :D The MT-09 is a far better bang for the buck with fully adjustable suspension.",,,,USA,N,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,"As an owner of multiple Ducati's, the thing many people seem to forget is that the Monster was always about style; it was never a performance bike (except briefly as the S4.) I think the mistake here for Ducati is they should have called this a Streetfighter, as they already have that model line, and continued on with a bike that carried on the Monster heritage. And if they didn't see the sales numbers, give the model name a break for a while, then introduce a new Monster later to great fanfare. To me, this is just using the model name to trade on their own history, while simultaneously neglecting it.",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,86
,Ducati,Monster,,,A first generation Versys with all the plastics removed.... Would be much cheaper and way more dynamic. ~ Yet looks about the same.,,,,USA,P+,AGREEMENT,OBJECTIVE,98
,Ducati,Monster,,,"That is too bad. The monster is dead. No, it is not a monster. I am surprised Ducati is following other companies when it comes to image. In my opinion Ducati was the leader in sexy looking bikes. The original monster had an image that deserved the name. You can usually spot a Ducati from miles away. Going to need to stop next to this one at a light and checkout the label.",,,,USA,NEU,DISAGREEMENT,SUBJECTIVE,94
,Ducati,Monster,,,really how is Ducati not getting the snot sued out of them by mv Agusta. that shaped droopy headlight with the lighted ring is like mvs main thing they have been doing for years.,,,,USA,P,AGREEMENT,OBJECTIVE,92
,Ducati,Monster,,,Looks like a Yamaha mt0 something,,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"I don't care much about the bike to be honest, feel like it's lost it's soul.",,,,USA,P,AGREEMENT,SUBJECTIVE,92
,Ducati,Monster,,,"What the hell happened to the Beautiful Sexy Monster! Ducati, you totally F...ed up!!!",,,,USA,N+,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"Took the fairings off to make a naked bike, then put a dozen tiny fairings back on to make...a half-naked bike?",,,,USA,NONE,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,Telescopic fork and non adjustable? That yikes for me dawg,,,,USA,N,AGREEMENT,OBJECTIVE,100
,Ducati,Monster,,,"yeah, innovation done right is good, innovation for the sake of it ... no tnx",,,,USA,P,AGREEMENT,SUBJECTIVE,100
,Ducati,Monster,,,"Ducati ruined the new Monster, it looks like a Yamaha now. Looks like I will be holding onto my 2015 Monster 821 for a while longer.",,,,USA,NEU,DISAGREEMENT,OBJECTIVE,94
